cursor_positions,"{2735: (720, 810), 2747: (720, 810), 2762: (720, 810), 2775: (720, 810), 2789: (720, 810), 2802: (720, 810), 2817: (720, 803), 2830: (723, 794), 2845: (739, 756), 2858: (760, 707), 2872: (771, 679), 2886: (794, 615), 2901: (829, 532), 2914: (869, 452), 2927: (893, 411), 2942: (951, 321), 2956: (984, 271), 2970: (1030, 205), 2982: (1049, 173), 2997: (1080, 130)}"
target_selected,2
is_right,0
start_time,84051
stimulus_start_time,728
stimulus_end_time,2735
movement_end_time,3011
feedback_end_time,3213
trial_end_time,4215
is_correct,0
